Date,Open,High,Low,Close,Adj Close,Volume
2016-12-01,87.980003,88.500000,87.239998,87.239998,75.918381,13005600
2016-12-02,87.190002,87.989998,86.599998,87.040001,75.744347,9706600
2016-12-05,87.389999,87.820000,86.919998,87.480003,76.127251,11741100
2016-12-06,87.269997,87.870003,86.699997,87.559998,76.196854,11293600
2016-12-07,87.629997,88.150002,87.199997,88.070000,76.640663,11182600
2016-12-08,88.050003,88.849998,87.650002,88.320000,76.858223,9086700
2016-12-09,88.639999,89.000000,88.180000,89.000000,77.449982,8021700
2016-12-12,90.139999,91.500000,90.139999,90.980003,79.173035,15545400
2016-12-13,91.889999,93.220001,91.169998,92.580002,80.565384,18829300
2016-12-14,92.260002,92.269997,90.169998,90.580002,78.824936,16325400
2016-12-15,90.099998,90.980003,89.760002,90.889999,79.094711,11155100
2016-12-16,91.519997,91.669998,90.639999,91.180000,79.347076,20560400
2016-12-19,91.379997,91.540001,90.199997,90.419998,78.685707,9674400
2016-12-20,90.510002,90.849998,90.290001,90.430000,78.694412,7221000
2016-12-21,90.680000,90.900002,90.180000,90.279999,78.563866,7308000
2016-12-22,90.019997,90.900002,90.019997,90.870003,79.077309,8003100
2016-12-23,90.889999,90.959999,90.519997,90.709999,78.938072,4266500
2016-12-27,90.830002,91.110001,90.580002,90.750000,78.972885,4960600
2016-12-28,90.680000,91.110001,90.260002,90.300003,78.581284,6745900
2016-12-29,90.099998,90.599998,90.029999,90.349998,78.624802,6684700
2016-12-30,90.029999,90.699997,90.010002,90.260002,78.546463,9117800
2017-01-03,90.940002,91.339996,90.150002,90.889999,79.094711,10360600
2017-01-04,91.120003,91.150002,89.750000,89.889999,78.224480,9434200
2017-01-05,90.190002,90.300003,88.440002,88.550003,77.058380,14443200
2017-01-06,88.790001,88.980003,87.820000,88.500000,77.014885,16518100
2017-01-09,88.220001,88.220001,86.550003,87.040001,75.744347,13762300
2017-01-10,87.169998,87.309998,85.910004,85.930000,74.778397,13283100
2017-01-11,85.900002,86.949997,85.860001,86.809998,75.544189,11183700
2017-01-12,87.269997,87.379997,86.070000,86.339996,75.135185,10407000
2017-01-13,86.269997,86.680000,86.169998,86.349998,75.143890,8415600
2017-01-17,86.580002,87.389999,86.250000,87.360001,76.022820,13237300
2017-01-18,87.059998,87.410004,86.050003,86.279999,75.082962,11831700
2017-01-19,85.970001,86.099998,84.589996,84.730003,73.734146,16382900
2017-01-20,85.440002,85.959999,85.050003,85.889999,74.743584,18739700
2017-01-23,85.680000,85.879997,84.750000,84.970001,73.942978,11433900
2017-01-24,84.980003,85.470001,84.830002,85.089996,74.047394,11858100
2017-01-25,85.339996,85.879997,85.250000,85.339996,74.264961,9578500
2017-01-26,85.690002,85.830002,85.120003,85.599998,74.491226,8779400
2017-01-27,85.300003,85.750000,85.040001,85.510002,74.412903,10947900
2017-01-30,85.419998,85.449997,84.180000,84.860001,73.847252,12789200
2017-01-31,85.040001,85.070000,83.129997,83.889999,73.003128,19128100
2017-02-01,84.000000,84.160004,82.540001,82.940002,72.176430,15111800
2017-02-02,83.209999,83.529999,82.550003,83.449997,72.620232,12200100
2017-02-03,83.699997,83.720001,82.900002,83.540001,72.698563,12746300
2017-02-06,83.550003,83.650002,82.930000,83.309998,72.498405,9938200
2017-02-07,83.230003,83.620003,82.449997,82.769997,72.028488,11705200
2017-02-08,81.989998,82.120003,81.169998,81.480003,71.554283,14006300
2017-02-09,81.480003,82.050003,81.480003,81.839996,71.870422,9603000
2017-02-10,82.260002,82.769997,82.129997,82.519997,72.467575,8739800
2017-02-13,82.769997,83.180000,82.349998,83.000000,72.889114,9071600
2017-02-14,82.910004,83.099998,82.059998,82.820000,72.731026,11370500
2017-02-15,82.639999,83.180000,82.459999,83.160004,73.029625,11768500
2017-02-16,83.120003,83.419998,82.169998,82.300003,72.274384,10615000
