Date,Open,High,Low,Close,Adj Close,Volume
2016-12-01,220.929993,227.160004,220.350006,226.630005,214.995651,7606500
2016-12-02,226.000000,226.250000,221.220001,223.360001,211.893539,5297400
2016-12-05,225.520004,229.199997,225.240005,228.550003,216.817123,4599300
2016-12-06,230.179993,232.669998,227.899994,231.380005,219.501831,5259300
2016-12-07,230.399994,236.089996,230.399994,235.559998,223.467224,6595200
2016-12-08,236.880005,242.419998,236.000000,241.449997,229.054840,7343700
2016-12-09,240.610001,242.000000,238.880005,241.850006,229.434326,5456000
2016-12-12,240.500000,242.830002,236.369995,237.169998,224.994583,5022000
2016-12-13,239.000000,240.179993,235.509995,238.550003,226.303741,4680500
2016-12-14,235.669998,243.119995,235.369995,239.929993,227.612900,6172400
2016-12-15,242.490005,245.570007,241.619995,243.000000,230.525284,4829700
2016-12-16,242.800003,243.190002,238.399994,238.899994,226.635742,6876400
2016-12-19,238.339996,239.740005,236.259995,239.070007,226.797028,3743300
2016-12-20,240.520004,243.649994,240.229996,243.089996,230.610657,4487700
2016-12-21,242.240005,242.399994,240.080002,241.440002,229.045364,3277800
2016-12-22,241.229996,242.860001,239.550003,240.119995,227.793137,2636500
2016-12-23,239.539993,241.899994,238.910004,240.970001,228.599472,2187500
2016-12-27,241.949997,242.589996,240.399994,241.559998,229.159210,1998200
2016-12-28,243.690002,244.500000,240.440002,240.649994,228.295944,3053000
2016-12-29,240.750000,241.070007,236.639999,238.179993,225.952759,2619000
2016-12-30,238.509995,240.500000,237.399994,239.449997,227.157562,2355500
2017-01-03,242.699997,244.970001,237.970001,241.570007,229.168716,4384200
2017-01-04,241.440002,243.320007,240.029999,243.130005,230.648605,2728700
2017-01-05,242.720001,243.229996,236.779999,241.320007,228.931519,3562600
2017-01-06,242.289993,246.199997,241.369995,244.899994,232.327744,3591100
2017-01-09,243.250000,244.690002,241.470001,242.889999,230.420914,3022800
2017-01-10,240.869995,243.440002,239.050003,242.570007,230.117355,3432900
2017-01-11,242.770004,245.839996,242.000000,245.759995,233.143616,3532600
2017-01-12,245.059998,245.470001,241.570007,243.839996,231.322174,4022300
2017-01-13,245.429993,247.770004,242.910004,244.300003,231.758530,4186100
2017-01-17,242.940002,243.059998,235.610001,235.740005,223.637970,6277200
2017-01-18,236.000000,237.690002,231.520004,234.289993,222.262405,7590500
2017-01-19,234.070007,234.750000,230.619995,231.410004,219.530289,4561800
2017-01-20,231.619995,233.229996,230.539993,232.199997,220.279694,5211800
2017-01-23,231.860001,233.750000,230.750000,232.669998,220.725586,3136200
2017-01-24,231.860001,236.059998,230.839996,233.679993,221.683716,4448200
2017-01-25,235.529999,237.330002,234.490005,237.250000,225.070450,3716800
2017-01-26,237.470001,240.789993,237.470001,239.580002,227.280838,4195600
2017-01-27,236.899994,237.970001,236.009995,236.949997,224.785873,3253100
2017-01-30,235.580002,236.289993,231.520004,233.899994,221.892426,3803300
2017-01-31,232.850006,234.350006,228.160004,229.320007,217.547546,5156400
2017-02-01,230.509995,232.860001,229.520004,230.669998,218.828247,4024500
2017-02-02,228.509995,232.330002,227.050003,230.410004,218.581604,2775700
2017-02-03,234.520004,241.110001,234.199997,240.949997,228.580505,7381000
2017-02-06,239.600006,243.649994,239.169998,239.979996,227.660324,4639200
2017-02-07,241.149994,241.440002,239.389999,239.619995,227.318817,2660200
2017-02-08,238.300003,238.940002,236.309998,237.729996,225.525803,2744700
2017-02-09,237.729996,243.289993,237.419998,241.550003,229.149734,3550800
2017-02-10,243.369995,244.160004,241.229996,242.720001,230.259659,3072800
2017-02-13,244.490005,247.479996,244.490005,246.270004,233.627411,2998200
2017-02-14,246.009995,250.000000,245.690002,249.460007,236.653671,4141500
2017-02-15,250.580002,251.949997,248.509995,250.539993,237.678223,4296600
2017-02-16,250.300003,250.779999,248.440002,249.440002,236.634659,2286300
2017-02-17,247.509995,250.559998,247.110001,250.380005,237.526443,3262300
2017-02-21,251.000000,252.649994,250.710007,251.759995,238.835571,2794900
2017-02-22,250.059998,252.350006,250.000000,251.729996,238.807129,2378800
2017-02-23,251.309998,251.899994,249.320007,251.190002,238.294830,2594700
2017-02-24,247.699997,248.880005,246.100006,247.350006,234.651962,3565400
2017-02-27,247.210007,249.759995,246.610001,249.330002,236.530334,2372600
2017-02-28,248.000000,249.000000,245.610001,248.059998,235.940598,3627100
2017-03-01,253.710007,255.149994,251.259995,252.710007,240.363464,5218300
2017-03-02,253.520004,254.240005,250.970001,251.059998,238.794037,3020000
2017-03-03,251.059998,254.750000,251.059998,252.889999,240.534637,3163700
2017-03-06,252.169998,252.729996,250.500000,252.009995,239.697632,2467000
2017-03-07,252.490005,253.000000,250.309998,250.899994,238.641861,2497300
2017-03-08,253.619995,254.770004,249.610001,250.240005,238.014130,3574400
2017-03-09,251.220001,252.740005,249.520004,250.179993,237.957016,3061500
2017-03-10,251.839996,251.899994,246.869995,248.380005,236.245026,3365900
2017-03-13,249.320007,249.320007,247.210007,248.160004,236.035736,1801100
2017-03-14,246.809998,247.830002,245.410004,247.720001,235.617233,2144200
2017-03-15,248.350006,250.279999,245.559998,246.779999,234.723175,3427000
2017-03-16,247.850006,250.199997,247.309998,248.220001,236.092804,2940600
2017-03-17,249.679993,249.679993,243.860001,243.940002,232.021881,5438100
2017-03-20,243.320007,244.929993,241.520004,242.139999,230.309845,2759100
2017-03-21,243.309998,243.309998,232.789993,233.000000,221.616394,5660900
2017-03-22,231.220001,232.919998,229.160004,231.070007,219.780716,6291300
2017-03-23,230.750000,234.630005,229.949997,231.899994,220.570160,4770700
2017-03-24,233.000000,233.699997,226.970001,228.410004,217.250656,6387300
2017-03-27,223.300003,227.070007,220.850006,225.479996,214.463791,9194800
2017-03-28,225.580002,229.750000,225.100006,229.330002,218.125687,4471200
2017-03-29,229.389999,229.970001,227.520004,228.449997,217.288696,2636000
2017-03-30,229.479996,232.000000,229.380005,231.220001,219.923370,3156800
2017-03-31,230.529999,230.800003,228.729996,229.720001,218.496658,2858400
2017-04-03,230.000000,230.100006,225.570007,228.960007,217.773743,3735600
2017-04-04,227.720001,230.690002,227.279999,229.259995,218.059113,3042700
2017-04-05,232.149994,232.889999,227.309998,227.660004,216.537308,5286900
2017-04-06,227.089996,230.119995,225.710007,228.639999,217.469406,2927200
2017-04-07,226.600006,228.830002,226.229996,227.880005,216.746552,2853300
2017-04-10,228.000000,229.789993,226.949997,228.889999,217.707214,2653900
2017-04-11,227.779999,229.399994,225.389999,227.740005,216.613373,3374700
2017-04-12,227.649994,228.250000,225.229996,225.750000,214.720581,2947500
2017-04-13,225.179993,228.169998,223.080002,223.320007,212.409348,3653700
2017-04-17,223.899994,226.880005,223.020004,226.259995,215.205688,4190900
2017-04-18,219.320007,219.889999,213.179993,215.589996,205.056992,12464000
2017-04-19,215.869995,217.179993,213.610001,214.089996,203.630295,6428800
2017-04-20,215.500000,218.979996,215.000000,218.059998,207.406311,5168200
2017-04-21,218.550003,219.179993,216.380005,216.860001,206.264938,3845700
2017-04-24,221.179993,224.809998,220.300003,223.220001,212.314224,5353500
2017-04-25,226.199997,227.979996,225.149994,226.630005,215.557632,3996900
2017-04-26,227.100006,229.360001,226.089996,226.199997,215.148605,3765300
2017-04-27,226.699997,226.699997,223.520004,225.809998,214.777664,2805800
2017-04-28,225.309998,226.770004,223.720001,223.800003,212.865906,2936600
2017-05-01,224.899994,226.389999,220.929993,224.850006,213.864578,3004800
2017-05-02,224.860001,225.839996,223.179993,225.119995,214.121384,2602400
2017-05-03,224.449997,226.690002,224.320007,226.309998,215.253235,3042200
2017-05-04,228.259995,228.889999,224.809998,226.589996,215.519562,2935400
2017-05-05,226.880005,227.470001,225.300003,226.869995,215.785889,2435800
2017-05-08,226.750000,227.339996,224.600006,225.029999,214.035797,2316800
2017-05-09,225.470001,226.570007,222.929993,223.759995,212.827820,2145400
2017-05-10,223.460007,225.350006,223.059998,224.880005,213.893112,2630400
2017-05-11,224.350006,225.089996,222.149994,224.759995,213.778992,2440300
2017-05-12,223.490005,224.490005,222.479996,222.820007,211.933777,2166100
2017-05-15,223.130005,226.570007,222.850006,225.119995,214.121384,2468100
2017-05-16,225.440002,226.820007,224.410004,225.600006,214.577911,1710700
2017-05-17,225.600006,225.600006,213.119995,213.720001,203.278366,7525700
2017-05-18,214.000000,217.610001,213.860001,215.160004,204.647995,4792400
2017-05-19,214.869995,217.800003,214.000000,215.389999,204.866760,3747100
2017-05-22,217.369995,217.639999,215.399994,216.020004,205.465988,2506100
2017-05-23,215.970001,220.789993,214.660004,219.639999,208.909119,3308800
2017-05-24,220.000000,224.399994,219.449997,223.830002,212.894409,4141600
2017-05-25,224.410004,225.449997,222.300003,222.470001,211.600876,2640000
2017-05-26,222.009995,224.229996,221.179993,223.529999,212.609055,1787100
2017-05-30,221.830002,222.440002,218.009995,218.419998,208.448120,3097800
2017-05-31,218.240005,218.300003,209.619995,211.259995,201.615005,8312000
2017-06-01,212.610001,215.929993,210.789993,215.009995,205.193802,4057900
2017-06-02,212.940002,215.210007,211.910004,213.309998,203.571411,3692000
2017-06-05,213.080002,215.809998,212.679993,213.990005,204.220352,2696600
2017-06-06,212.509995,216.020004,212.479996,214.529999,204.735733,2891300
